State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
OK,Oklahoma,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),353,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),340,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),320,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),313,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),300,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),288,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),270,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),276,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),269,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),275,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),267,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),266,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),275,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),287,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),277,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),289,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),268,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),271,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),277,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),263,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),248,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),247,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,Number of Deaths,37788,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Number of Deaths,37978,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Number of Deaths,38043,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Number of Deaths,38006,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Number of Deaths,37987,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Number of Deaths,38139,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Number of Deaths,38193,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Number of Deaths,38289,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Number of Deaths,38243,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Number of Deaths,38260,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Number of Deaths,38278,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Number of Deaths,38321,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Number of Deaths,38029,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Number of Deaths,37936,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Number of Deaths,37812,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Number of Deaths,37844,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Number of Deaths,38008,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Number of Deaths,37839,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Number of Deaths,37797,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Number of Deaths,37894,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Number of Deaths,38045,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Number of Deaths,38045,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Number of Deaths,38040,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Number of Deaths,38170,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Number of Deaths,38345,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Number of Deaths,38517,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,Number of Deaths,38612,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Number of Deaths,38737,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Number of Deaths,38678,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Number of Deaths,38860,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Number of Deaths,38987,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Number of Deaths,38986,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,Number of Deaths,39048,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,Number of Drug Overdose Deaths,794,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Number of Drug Overdose Deaths,773,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Number of Drug Overdose Deaths,771,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Number of Drug Overdose Deaths,766,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Number of Drug Overdose Deaths,752,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Number of Drug Overdose Deaths,738,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Number of Drug Overdose Deaths,733,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Number of Drug Overdose Deaths,727,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Number of Drug Overdose Deaths,718,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Number of Drug Overdose Deaths,723,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Number of Drug Overdose Deaths,727,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Number of Drug Overdose Deaths,722,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Number of Drug Overdose Deaths,696,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Number of Drug Overdose Deaths,710,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Number of Drug Overdose Deaths,698,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Number of Drug Overdose Deaths,712,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Number of Drug Overdose Deaths,734,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Number of Drug Overdose Deaths,727,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Number of Drug Overdose Deaths,752,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Number of Drug Overdose Deaths,768,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Number of Drug Overdose Deaths,761,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Number of Drug Overdose Deaths,776,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Number of Drug Overdose Deaths,776,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Number of Drug Overdose Deaths,803,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Number of Drug Overdose Deaths,830,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Number of Drug Overdose Deaths,833,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,Number of Drug Overdose Deaths,844,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Number of Drug Overdose Deaths,845,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Number of Drug Overdose Deaths,826,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Number of Drug Overdose Deaths,845,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Number of Drug Overdose Deaths,844,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Number of Drug Overdose Deaths,813,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,Number of Drug Overdose Deaths,816,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",505,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",492,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",487,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",496,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",482,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",470,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",463,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",444,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",432,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",431,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",434,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",427,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",411,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",420,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",409,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",410,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",414,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",401,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",411,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",425,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",420,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",425,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",418,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",432,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",448,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",446,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",448,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",446,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",437,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",450,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",448,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",426,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",422,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,Percent with drugs specified,96.0957178841,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Percent with drugs specified,96.5071151358,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Percent with drugs specified,96.3683527886,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Percent with drugs specified,96.8668407311,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Percent with drugs specified,96.9414893617,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Percent with drugs specified,96.8834688347,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Percent with drugs specified,96.7257844475,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Percent with drugs specified,96.1485557084,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Percent with drugs specified,96.1002785515,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Percent with drugs specified,96.265560166,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Percent with drugs specified,96.4236588721,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Percent with drugs specified,96.8144044321,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Percent with drugs specified,96.5517241379,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Percent with drugs specified,96.1971830986,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Percent with drugs specified,96.1318051576,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Percent with drugs specified,95.9269662921,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Percent with drugs specified,95.5040871935,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Percent with drugs specified,95.7359009629,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Percent with drugs specified,96.1436170213,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Percent with drugs specified,96.2239583333,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Percent with drugs specified,96.0578186597,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Percent with drugs specified,96.3917525773,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Percent with drugs specified,96.3917525773,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Percent with drugs specified,96.2640099626,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Percent with drugs specified,96.1445783133,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Percent with drugs specified,96.2785114046,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,Percent with drugs specified,96.4454976303,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Percent with drugs specified,96.5680473373,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Percent with drugs specified,96.9733656174,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Percent with drugs specified,96.5680473373,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Percent with drugs specified,96.682464455,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Percent with drugs specified,96.6789667897,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,Percent with drugs specified,96.4460784314,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),164,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),171,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),170,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),168,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),170,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),182,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),180,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),181,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),193,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),198,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),203,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),199,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),197,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),197,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),201,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),205,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),215,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),212,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),229,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),241,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),238,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),251,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),256,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),267,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),267,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),276,100,0.0181737934,*Likely underreported due to incomplete data
OR,Oregon,2015,July,12 month-ending,Methadone (T40.3),60,100,0.0225542712,
OK,Oklahoma,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),275,100,0.0207189475,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),282,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),285,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),293,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),299,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),291,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,Psychostimulants with abuse potential (T43.6),293,100,0.0793894694,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",72,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",78,100,0.0184317236,
OK,Oklahoma,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100,0.0184002313,
OK,Oklahoma,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",81,100,0.0184181445,
OK,Oklahoma,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",79,100,0.0184273567,
OK,Oklahoma,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.0235978919,
OK,Oklahoma,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.0209462467,
OK,Oklahoma,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",87,100,0.0183040033,
OK,Oklahoma,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",92,100,0.0182958704,
OK,Oklahoma,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",94,100,0.0208997335,
OK,Oklahoma,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",92,100,0.0182667467,
OK,Oklahoma,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.0184070052,
OK,Oklahoma,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.0184521299,
OK,Oklahoma,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100,0.0211573046,
OK,Oklahoma,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",95,100,0.0237818412,
OK,Oklahoma,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",102,100,0.0263102505,
OK,Oklahoma,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",90,100,0.0211422078,
OK,Oklahoma,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.021165701,
OK,Oklahoma,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",97,100,0.0211115216,
OK,Oklahoma,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",99,100,0.0210277303,
OK,Oklahoma,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",91,100,0.0157707977,
OK,Oklahoma,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",88,100,0.0131440589,
OK,Oklahoma,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",95,100,0.0130992926,
OK,Oklahoma,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",102,100,0.0182553136,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",105,100,0.0181737934,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",105,100,0.0207189475,*Likely underreported due to incomplete data
OR,Oregon,2015,August,12 month-ending,Methadone (T40.3),61,100,0.0225441019,
OK,Oklahoma,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",109,100,0.0258151122,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100,0.0232690418,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100,0.0360267627,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",106,100,0.0461692359,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",101,100,0.0564305135,*Likely underreported due to incomplete data
OK,Oklahoma,2017,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100,0.0793894694,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Cocaine (T40.5),20,100,0.0232477043,
OR,Oregon,2015,February,12 month-ending,Cocaine (T40.5),19,100,0.0230906887,
OR,Oregon,2015,March,12 month-ending,Cocaine (T40.5),18,100,0.0230063555,
OR,Oregon,2015,April,12 month-ending,Cocaine (T40.5),18,100,0.0200469672,
OR,Oregon,2015,May,12 month-ending,Cocaine (T40.5),14,100,0.01991012,
OR,Oregon,2015,June,12 month-ending,Cocaine (T40.5),19,100,0.022626994,
OR,Oregon,2015,July,12 month-ending,Cocaine (T40.5),21,100,0.0225542712,
OR,Oregon,2015,August,12 month-ending,Cocaine (T40.5),22,100,0.0225441019,
OR,Oregon,2015,September,12 month-ending,Cocaine (T40.5),23,100,0.0196822719,
OR,Oregon,2015,October,12 month-ending,Cocaine (T40.5),24,100,0.0169090294,
OR,Oregon,2015,November,12 month-ending,Cocaine (T40.5),24,100,0.014033512,
OR,Oregon,2015,December,12 month-ending,Cocaine (T40.5),24,100,0.0223888951,
OR,Oregon,2016,January,12 month-ending,Cocaine (T40.5),23,100,0.0225206204,
OR,Oregon,2016,February,12 month-ending,Cocaine (T40.5),22,100,0.0253857219,
OR,Oregon,2016,March,12 month-ending,Cocaine (T40.5),22,100,0.0280930442,
OR,Oregon,2016,April,12 month-ending,Cocaine (T40.5),23,100,0.0309153762,
OR,Oregon,2016,May,12 month-ending,Cocaine (T40.5),25,100,0.0451098142,
OR,Oregon,2016,June,12 month-ending,Cocaine (T40.5),21,100,0.0480239555,
OR,Oregon,2016,July,12 month-ending,Cocaine (T40.5),20,100,0.0535694147,
OR,Oregon,2016,August,12 month-ending,Cocaine (T40.5),24,100,0.0534097937,
OR,Oregon,2016,September,12 month-ending,Cocaine (T40.5),28,100,0.0590767153,
OR,Oregon,2016,October,12 month-ending,Cocaine (T40.5),30,100,0.061645371,
OR,Oregon,2016,November,12 month-ending,Cocaine (T40.5),31,100,0.0644835707,
OR,Oregon,2016,December,12 month-ending,Cocaine (T40.5),30,100,0.072387104,
OR,Oregon,2017,January,12 month-ending,Cocaine (T40.5),29,100,0.0738774728,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Cocaine (T40.5),30,100,0.0762984359,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Cocaine (T40.5),31,100,0.0873386282,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Cocaine (T40.5),35,100,0.0926228615,*Likely underreported due to incomplete data
